aud_NOUN	["1338-N", "566-N"]
call-центр_NOUN	["114757-N", "141205-N"]
eur_NOUN	["1315-N", "1338-N", "566-N", "8335-N"]
gpb_NOUN	["1338-N", "566-N"]
hr_X::департамент_NOUN	["114757-N", "141205-N"]
hr_NOUN::отдел_VERB	["114757-N", "141205-N"]
jpy_NOUN	["1338-N", "566-N"]
lcd_X::монитор_NOUN	["152226-N", "152232-N", "152235-N", "7951-N"]
lcd_X::тв_ADJ	["113951-N", "152235-N", "3613-N", "4373-N", "6994-N", "7951-N"]
lcd_X::телевизор_NOUN	["113951-N", "152235-N", "3613-N", "4373-N", "6994-N", "7951-N"]
sim-карта_NOUN	["143208-N", "143209-N"]
twitter_NOUN	["136983-N", "153344-N"]
usb-накопитель_NOUN	["106554-N", "511-N"]
usd_NOUN	["1315-N", "1338-N", "566-N"]
web-вещание_NOUN	["113973-N", "1374-N", "144131-N"]
web-вещание_NOUN	["142813-N", "854-N"]
web-трансляция_NOUN	["113973-N", "1374-N", "144131-N"]
web-трансляция_NOUN	["142813-N", "854-N"]
а-ля_ADP::фурсать_VERB	["106782-N", "106934-N", "123947-N"]
а-ля_ADP::фурсать_VERB	["108890-N", "126842-N", "149857-N"]
ааре_NOUN	["100022-N", "152701-N"]
абадан_NOUN	["135596-N", "135597-N", "207-N"]
абажур_NOUN	["106553-N", "111092-N"]
абазин_NOUN	["100046-N", "106131-N", "106196-N", "106198-N", "7739-N"]
абазинец_NOUN	["100046-N", "106131-N", "106196-N", "106198-N", "7739-N"]
абазинка_NOUN	["100046-N", "106131-N", "106196-N", "106198-N", "7739-N"]
абазинский_ADJ::язык_NOUN	["148133-N", "148148-N"]
абакан_NOUN	["123687-N", "8247-N"]
абаша_NOUN	["123680-N", "145516-N", "242-N"]
аббат_NOUN	["106606-N", "110094-N", "110384-N", "4545-N", "7365-N"]
аббатство_NOUN	["113075-N", "1158-N"]
аббревиатура_NOUN	["107519-N", "114694-N"]
аббревиатура_NOUN	["110593-N", "110609-N"]
абердин_NOUN	["207-N", "242-N", "590-N"]
абессомалия_NOUN	["100076-N", "7166-N"]
абзац_NOUN	["127407-N", "127408-N"]
абзацный_ADJ::отступ_NOUN	["127407-N", "127408-N"]
абиджан_NOUN	["151357-N", "207-N", "242-N", "3208-N", "590-N"]
абинск_NOUN	["134530-N", "137780-N"]
абиссиния_NOUN	["2062-N", "445-N"]
абитуриент_NOUN	["121330-N", "121468-N"]
абитуриентка_NOUN	["121330-N", "121468-N"]
абонемент_NOUN	["114757-N", "141205-N"]
абонемент_NOUN	["107695-N", "107696-N"]
абонемент_NOUN	["2428-N", "2966-N"]
абонемент_NOUN::библиотека_NOUN	["114757-N", "141205-N"]
абонементскать_ADJ::плата_NOUN	["121697-N", "566-N"]
абонентный_ADJ::плата_NOUN	["121697-N", "566-N"]
абонентскать_ADJ::плата_NOUN	["121697-N", "566-N"]
абонентский_ADJ::громкоговоритель_NOUN	["2570-N", "2686-N", "4676-N"]
абонентский_ADJ::громкоговоритель_NOUN	["5237-N", "5238-N"]
абонплата_NOUN	["121697-N", "566-N"]
абордаж_NOUN	["115072-N", "151440-N", "5296-N", "8880-N", "9329-N"]
абразия_NOUN	["4164-N", "4225-N"]
абрикос_NOUN	["107871-N", "144322-N", "144341-N", "354-N"]
абрикос_NOUN	["107956-N", "144253-N", "144309-N", "988-N"]
абрикосовой_ADJ::дерево_NOUN	["107956-N", "144253-N", "144309-N", "988-N"]
абрикосовый_ADJ::цвет_NOUN	["106944-N", "109437-N", "109492-N", "109497-N"]
абсент_NOUN	["108336-N", "548-N"]
абсолютный_ADJ::большинство_NOUN	["139658-N", "145806-N", "3331-N"]
абсолютность_NOUN	["106775-N", "119602-N"]
абсорбирование_NOUN	["115221-N", "115222-N"]
абсорбция_NOUN	["115221-N", "115222-N"]
абстинентный_ADJ::синдром_NOUN	["106565-N", "106567-N"]
абстиненция_NOUN	["106565-N", "106567-N"]
абсурдизм_NOUN	["108333-N", "151350-N"]
абсурдизм_NOUN	["1420-N", "2155-N"]
абсурдность_NOUN	["119178-N", "120142-N"]
абсцесс_NOUN	["1054-N", "108862-N", "9014-N"]
абу-даби_NOUN	["151357-N", "242-N", "3208-N"]
абхаз_NOUN	["100046-N", "139862-N"]
